2025-02-12T05:11:55,13539,the+lion+king+2+simbas+pride+1998,4
2025-02-12T05:11:55,35499,howls+moving+castle+2004,5
2025-02-12T05:11:57,58700,so+close+2002,4
2025-02-12T05:11:57,87247,much+ado+about+nothing+1993,4
2025-02-12T05:12,62758,the+arrival+of+a+train+at+la+ciotat+1896,4
2025-02-12T05:12,39152,burne+2008,4
2025-02-12T05:12:02,56624,help+im+a+fish+2000,4
2025-02-12T05:12:02,79393,phantom+of+the+rue+morgue+1954,3
2025-02-12T05:12:03,5006,the+resurrected+1991,4
2025-02-12T05:12:09,33752,x-men+days+of+future+past+2014,4
2025-02-12T05:12:10,49145,the+incredibles+2004,4
2025-02-12T05:12:10,39182,the+assassination+of+jesse+james+by+the+coward+robert+ford+2007,4
2025-02-12T05:12:10,55760,tell+no+one+2006,4
2025-02-12T05:12:11,3126,black+hawk+down+2001,4
2025-02-12T05:12:12,64816,nowhere+boy+2009,4
2025-02-12T05:12:13,72204,lila+says+2004,3
2025-02-12T05:12:15,90440,toy+story+1995,4
2025-02-12T05:12:18,72940,shoot+on+sight+2008,3
2025-02-12T05:12:19,46088,ghostbusters+1984,3
2025-02-12T05:12:20,81175,seven+samurai+1954,5
2025-02-12T05:12:21,36007,forbidden+city+cop+1996,4
2025-02-12T05:11:55,13539,the+lion+king+2+simbas+pride+1998,4
2025-02-12T05:11:55,35499,howls+moving+castle+2004,5
2025-02-12T05:11:57,58700,so+close+2002,4
2025-02-12T05:11:57,87247,much+ado+about+nothing+1993,4
2025-02-12T05:12,62758,the+arrival+of+a+train+at+la+ciotat+1896,4
2025-02-12T05:12,39152,burne+2008,4
2025-02-12T05:12:02,56624,help+im+a+fish+2000,4
2025-02-12T05:12:02,79393,phantom+of+the+rue+morgue+1954,3
2025-02-12T05:12:03,5006,the+resurrected+1991,4
2025-02-12T05:12:09,33752,x-men+days+of+future+past+2014,4
2025-02-12T05:12:10,49145,the+incredibles+2004,4
2025-02-12T05:12:10,39182,the+assassination+of+jesse+james+by+the+coward+robert+ford+2007,4
2025-02-12T05:12:10,55760,tell+no+one+2006,4
2025-02-12T05:12:11,3126,black+hawk+down+2001,4
2025-02-12T05:12:12,64816,nowhere+boy+2009,4
2025-02-12T05:12:13,72204,lila+says+2004,3
2025-02-12T05:12:15,90440,toy+story+1995,4
2025-02-12T05:12:18,72940,shoot+on+sight+2008,3
2025-02-12T05:12:19,46088,ghostbusters+1984,3
2025-02-12T05:12:20,81175,seven+samurai+1954,5
2025-02-12T05:12:21,36007,forbidden+city+cop+1996,4
2025-02-01T14:01:39,99422,the+departed+2006,4
2025-02-01T14:37:38,41159,ip+man+2+2010,4
2025-02-01T16:16:10,4638,the+royal+tenenbaums+2001,5
2025-02-01T16:33:08,80143,u-571+2000,4
2025-02-01T17:02:12,8077,the+cell+2000,2
2025-02-01T19:46:58,83048,blast+from+the+past+1999,4
2025-02-01T20:05:40,93188,home+alone+1990,2
2025-02-01T21:18:17,63123,dark+city+1998,3
2025-02-01T21:34:01,70072,blade+1998,4
2025-02-01T23:01:46,18228,maid+in+manhattan+2002,2
2025-02-01T23:16:44,12865,outbreak+1995,4
2025-02-02T01:40:46,71468,beverly+hills+cop+iii+1994,3
2025-02-02T02:41:13,63123,scary+movie+2+2001,2
2025-02-02T02:45:01,85976,sin+city+2005,3
2025-02-02T05:22:52,42932,star+trek+insurrection+1998,3
2025-02-02T05:44:43,83048,the+basketball+diaries+1995,4
2025-02-02T13:18:09,84813,willy+wonka++the+chocolate+factory+1971,3
2025-02-02T14:53:39,40601,toy+story+1995,5
2025-02-02T17:03:56,70072,harry+potter+and+the+chamber+of+secrets+2002,4
2025-02-02T17:27:03,24430,everest+1998,4
2025-02-02T19:00:20,1718,four+weddings+and+a+funeral+1994,5
2025-02-02T19:41:33,4638,who+framed+roger+rabbit+1988,2
2025-02-02T20:12:15,41159,ip+man+2008,5
2025-02-02T21:01:46,18228,unfaithful+2002,3
2025-02-02T21:18:09,39203,indecent+proposal+1993,4
2025-02-02T21:25:50,7949,charlottes+web+1973,4
2025-02-02T22:20:55,53134,dead+man+walking+1995,5
2025-02-03T00:23,67101,the+matrix+1999,5
2025-02-03T03:57:38,97566,dead+again+1991,5
2025-02-03T07:12:53,97709,free+willy+1993,3
2025-02-03T10:28:53,61670,memento+2000,4
2025-02-03T14:23:31,63123,the+butterfly+effect+2004,3
2025-02-03T14:49:43,95349,super+size+me+2004,4
2025-02-03T15:29:24,93188,ace+ventura+pet+detective+1994,1
2025-02-03T15:54,85976,out+of+africa+1985,3
2025-02-03T16:41:33,62610,smoke+1995,5
2025-02-03T17:12:49,2434,mousehunt+1997,2
2025-02-03T20:24:12,24430,chasing+amy+1997,4
2025-02-03T22:00:04,18228,terminator+2+judgment+day+1991,4
2025-02-03T22:07:26,3562,scream+1996,5
2025-02-03T22:57,67101,the+little+rascals+1994,5
2025-02-03T23:39:14,71468,braveheart+1995,5
2025-02-04T00:44:07,84813,annie+hall+1977,5
2025-02-04T00:49:22,83379,immortal+beloved+1994,5
2025-02-04T03:43:26,39203,evita+1996,3
2025-02-04T03:52:52,61179,national+lampoons+vacation+1983,5
2025-02-04T04:58:05,40601,addams+family+values+1993,5
2025-02-04T06:46:20,12865,batman+forever+1995,4
2025-02-04T07:03:20,8077,x-men+2000,3
2025-02-04T07:43:51,80143,jerry+maguire+1996,2
2025-02-04T12:08:47,76250,up+2009,5
2025-02-04T17:16:58,2434,mystery+men+1999,2
2025-02-04T18:47:45,63123,the+incredible+hulk+2008,3
2025-02-04T19:33:51,3562,halloween+h20+1998,2
2025-02-04T20:56:49,15384,hannibal+2001,3
2025-02-04T21:24:36,42932,from+russia+with+love+1963,4
2025-02-04T21:28:16,20194,die+hard+with+a+vengeance+1995,5
2025-02-04T21:38:45,70072,monsters+ball+2001,4
2025-02-04T22:45:04,85976,children+of+men+2006,3
2025-02-04T22:46:22,62610,sleepless+in+seattle+1993,4
2025-02-04T23:00:45,78598,matewan+1987,5
2025-02-04T23:04:44,53134,othello+1995,4
2025-02-05T02:00:23,83379,carlitos+way+1993,5
2025-02-05T04:11:24,83048,the+bridges+of+madison+county+1995,3
2025-02-05T04:17:54,2434,superman+ii+1980,1
2025-02-05T14:29:28,42932,the+fugitive+1993,4
2025-02-05T17:10:14,93188,the+fugitive+1993,5
2025-02-05T18:28:35,67101,inglourious+basterds+2009,4
2025-02-05T19:08:35,19860,the+matrix+1999,4
2025-02-05T21:38:45,95349,twelve+monkeys+1995,4
2025-02-05T21:44:16,29984,menace+ii+society+1993,4
2025-02-05T21:59:39,99422,50+first+dates+2004,2
2025-02-05T22:32:57,78598,die+hard+with+a+vengeance+1995,2
2025-02-05T23:24:42,40601,pulp+fiction+1994,5
2025-02-06T00:23:04,4638,the+mighty+1998,4
2025-02-06T00:28:45,97566,lost+in+space+1998,4
2025-02-06T00:38:56,3562,american+beauty+1999,5
2025-02-06T02:05:25,21435,assassins+1995,5
2025-02-06T02:23:43,53134,batman+1989,3
2025-02-06T03:21:08,97709,miracle+on+34th+street+1994,4
2025-02-06T04:25:22,99422,schindlers+list+1993,5
2025-02-06T04:56,71468,legends+of+the+fall+1994,4
2025-02-06T07:19:50,62610,the+client+1994,3
2025-02-06T07:21:39,101922,taxi+driver+1976,4
2025-02-06T08:29:16,98683,the+neverending+story+1984,4
2025-02-06T08:37:59,70072,the+dark+knight+2008,5
2025-02-06T14:10:52,15384,alien+resurrection+1997,5
2025-02-06T15:06:41,2434,raiders+of+the+lost+ark+1981,4
2025-02-06T16:15:42,4638,three+men+and+a+little+lady+1990,2
2025-02-06T18:18:14,84813,traffic+2000,3
2025-02-06T19:03:42,20194,good+morning_+vietnam+1987,4
2025-02-06T19:47:48,52800,the+mask+of+zorro+1998,5
2025-02-06T20:56:27,80143,bound+by+honor+1993,4
2025-02-06T22:26:50,3562,boys+and+girls+2000,2
2025-02-06T22:30:22,1718,species+1995,5
2025-02-06T22:46:23,12865,the+silence+of+the+lambs+1991,5
2025-02-06T23:49:51,61333,ran+1985,5
2025-02-07T00:38:43,42932,lawrence+of+arabia+1962,5
2025-02-07T01:30:54,83048,sling+blade+1996,5
